,Unique ID,Athlete Name,Date,Workout Name,Workout Time (min),Exercise Name,Set Number,Weight,Reps,Volume,RPE,% 1RM,E 1RM
,536,Nicholas Scott,4/13/2023,Push 2,,DB Overhead Press,1,70,10,700,,,
,537,Nicholas Scott,4/13/2023,Push 2,,DB Overhead Press,2,70,10,700,,,
,538,Nicholas Scott,4/13/2023,Push 2,,DB Overhead Press,3,70,10,700,,,
,539,Nicholas Scott,4/13/2023,Push 2,,Incline Bench Press,1,155,10,1550,,,
,540,Nicholas Scott,4/13/2023,Push 2,,Incline Bench Press,2,155,10,1550,,,
,541,Nicholas Scott,4/13/2023,Push 2,,Incline Bench Press,3,155,10,1550,,,
,542,Nicholas Scott,4/13/2023,Push 2,,Single Arm Cable Kickback,1,17.5,10,175,,,
,543,Nicholas Scott,4/13/2023,Push 2,,Single Arm Cable Kickback,2,17.5,10,175,,,
,544,Nicholas Scott,4/13/2023,Push 2,,Single Arm Cable Kickback,3,17.5,10,175,,,
,545,Nicholas Scott,4/14/2023,Pull 2,,Plate-weighted Row,1,320,10,3200,,,
,546,Nicholas Scott,4/14/2023,Pull 2,,Plate-weighted Row,2,320,10,3200,,,
,547,Nicholas Scott,4/14/2023,Pull 2,,Plate-weighted Row,3,320,10,3200,,,
,548,Nicholas Scott,4/14/2023,Pull 2,,DB Hammer Curl,1,40,10,400,,,
,549,Nicholas Scott,4/14/2023,Pull 2,,DB Hammer Curl,2,40,10,400,,,
,550,Nicholas Scott,4/14/2023,Pull 2,,DB Hammer Curl,3,40,10,400,,,
,551,Nicholas Scott,4/14/2023,Pull 2,,Barbell Row,1,135,10,1350,6,,
,552,Nicholas Scott,4/14/2023,Pull 2,,Barbell Row,2,165,5,825,9,86%,190
,553,Nicholas Scott,4/14/2023,Pull 2,,Barbell Row,3,170,4,680,9.5,91%,185
,554,Nicholas Scott,4/14/2023,Pull 2,,Barbell Row,4,170,4,680,9.5,91%,185
,555,Nicholas Scott,4/14/2023,Pull 2,,Barbell Row,5,170,4,680,9.5,91%,185
,556,Nicholas Scott,4/14/2023,Pull 2,,Barbell Row,6,170,3,510,10,96%,180
,557,Nicholas Scott,4/14/2023,Pull 2,,Cable Reverse Fly,1,15,10,150,,,
,558,Nicholas Scott,4/14/2023,Pull 2,,Cable Reverse Fly,2,15,10,150,,,
,559,Nicholas Scott,4/14/2023,Pull 2,,Cable Reverse Fly,3,15,10,150,,,
,560,Nicholas Scott,4/14/2023,Pull 2,,Shrugs,1,85,10,850,,,
,561,Nicholas Scott,4/14/2023,Pull 2,,Shrugs,2,85,10,850,,,
,562,Nicholas Scott,4/14/2023,Pull 2,,Shrugs,3,85,10,850,,,
,563,Nicholas Scott,4/14/2023,Pull 2,,Plate-Weighted Single Arm Lat Pulldown,1,140,10,1400,,,
,564,Nicholas Scott,4/14/2023,Pull 2,,Plate-Weighted Single Arm Lat Pulldown,2,140,10,1400,,,
,565,Nicholas Scott,4/14/2023,Pull 2,,Plate-Weighted Single Arm Lat Pulldown,3,140,10,1400,,,
,566,Nicholas Scott,4/14/2023,Pull 2,,Incline Hammer Curl,1,35,10,350,,,
,567,Nicholas Scott,4/14/2023,Pull 2,,Incline Hammer Curl,2,35,10,350,,,
,568,Nicholas Scott,4/14/2023,Pull 2,,Incline Hammer Curl,3,35,10,350,,,
,569,Nicholas Scott,4/14/2023,Pull 2,,Facepull,1,77.5,10,775,,,
,570,Nicholas Scott,4/14/2023,Pull 2,,Facepull,2,77.5,10,775,,,
,571,Nicholas Scott,4/14/2023,Pull 2,,Facepull,3,77.5,10,775,,,
,572,Nicholas Scott,4/15/2023,Legs 2,,Bulgarian Split Squat,1,100,10,1000,,,
,573,Nicholas Scott,4/15/2023,Legs 2,,Bulgarian Split Squat,2,100,10,1000,,,
,574,Nicholas Scott,4/15/2023,Legs 2,,Bulgarian Split Squat,3,100,10,1000,,,
,575,Nicholas Scott,4/15/2023,Legs 2,,Front Squat,1,135,10,1350,6.5,#NUM!,
,576,Nicholas Scott,4/15/2023,Legs 2,,Front Squat,2,195,5,975,9,86%,225
,577,Nicholas Scott,4/15/2023,Legs 2,,Front Squat,3,200,4,800,9.5,91%,220
,578,Nicholas Scott,4/15/2023,Legs 2,,Front Squat,4,200,4,800,9.5,91%,220
,579,Nicholas Scott,4/15/2023,Legs 2,,Front Squat,5,200,4,800,9.5,91%,220
,580,Nicholas Scott,4/15/2023,Legs 2,,Front Squat,6,200,3,600,10,96%,210
,581,Nicholas Scott,4/15/2023,Legs 2,,Barbell Romanian Deadlift,1,155,10,1550,,,
,582,Nicholas Scott,4/15/2023,Legs 2,,Barbell Romanian Deadlift,2,155,10,1550,,,
,583,Nicholas Scott,4/15/2023,Legs 2,,Barbell Romanian Deadlift,3,155,10,1550,,,
,584,Nicholas Scott,4/15/2023,Legs 2,,Single Leg Quad Extension,1,95,10,950,,,
,585,Nicholas Scott,4/15/2023,Legs 2,,Single Leg Quad Extension,2,95,10,950,,,
,586,Nicholas Scott,4/15/2023,Legs 2,,Single Leg Quad Extension,3,95,10,950,,,
,587,Nicholas Scott,4/15/2023,Legs 2,,Single Leg Hamstring Curl,1,55,10,550,,,
,588,Nicholas Scott,4/15/2023,Legs 2,,Single Leg Hamstring Curl,2,55,10,550,,,
,589,Nicholas Scott,4/15/2023,Legs 2,,Single Leg Hamstring Curl,3,55,10,550,,,
